author,title,year,source_title,doi,link,abstract,author_keywords,index_keywords,document_type,source,site,Latitude,Longitude,avg_depth,site_type,country,emission_type,area,target_cat,env_target,bio_target,bio_group,bio_species,bio_response
Nomikou P. and Carey S. and Papanikolaou D. and Croff Bell K. and Sakellariou D. and Alexandri M. and Bejelou K.,"Submarine volcanoes of the Kolumbo volcanic zone NE of Santorini Caldera, Greece",2012,Global and Planetary Change,10.1016/j.gloplacha.2012.01.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861777871&doi=10.1016%2fj.gloplacha.2012.01.001&partnerID=40&md5=46b37924625f0cf8cc08e9adbe9b48f9,"The seafloor northeast of Santorini volcano in Greece consists of a small, elongated rifted basin that has been the site of recent submarine volcanism. This area lies within the Cyclades back-arc region of the present Hellenic subduction zone where the seafloor of the eastern Mediterranean Sea is descending beneath the Aegean microplate. The Cycladic region and the Aegean Sea as a whole are known to be regions of north-south back-arc extension and thinning of continental crust. Nineteen submarine volcanic cones occur within this small rift zone, the largest of these being Kolumbo which last erupted explosively in 1650. AD, causing significant damage and fatalities on the nearby island of Santorini. Previous SEABEAM mapping and seismic studies from HCMR indicate that many of the smaller v'olcanic cones have been built above the present seafloor, while others are partly buried, indicating a range of ages for the activity along this volcanic line. None of the cones to the northeast of Kolumbo had been explored in detail prior to a cruise of the E/V Nautilus (NA007) in August 2010. The ROV Hercules was used to explore the slopes, summits and craters of 17 of the 19 centers identified on multibeam maps of the area. Water depths of the submarine volcano's summits ranged from 18 to 450. m. In general, the domes/craters northeast of Kolumbo were sediment covered and showed little evidence of recent volcanic activity. Outcrops of volcanic rock were found in the crater walls and slopes of some of the cones but they typically consisted of volcanic fragments of pumice and lava that have been cemented together by biological activity, indicative of the lack of recent eruptions. Geochemical analysis of samples collected on the northeast cones showed evidence of low temperature hydrothermal circulation on the summit and upper flanks in the form of stream-like manganese precipitates emanating from pits and fractures. © 2012 Elsevier B.V.",Kolumbo Volcano; Offshore morphotectonics; ROV exploration; Volcanic hazard,Aegean sea; Back-arc; Continental crusts; Crater wall; Cyclades; Eastern Mediterranean sea; Geochemical analysis; Hellenic subduction zone; Hydrothermal circulation; Low temperatures; Microplates; Morphotectonics; Multi-beam; Rift zones; Sea floor; Seismic studies; Submarine volcanism; Submarine volcano; Volcanic activities; Volcanic cones; Volcanic hazards; Volcanic zone; Water depth; Analytical geochemistry; Bioactivity; Manganese; Structural geology; Submarines; Tectonics; Volcanoes; bioactivity; continental crust; low temperature; remotely operated vehicle; seafloor; slope; submarine volcano; tectonics; volcanic eruption; volcanism; water depth; Aegean Sea; Greece; Mediterranean Sea; Santorini [Southern Aegean]; Southern Aegean; Nautilus,Article,Scopus,Kolumbo,36.525,25.4833,495,Hydrothermal Vents,Greece,,Aegean Arc,environmental,,,,,
Olu-Le Roy K. and Sibuet M. and Fiala-Médioni A. and Gofas S. and Salas C. and Mariotti A. and Foucher J.-P. and Woodside J.,"Cold seep communities in the deep eastern Mediterranean Sea: Composition, symbiosis and spatial distribution on mud volcanoes",2004,Deep-Sea Research Part I: Oceanographic Research Papers,10.1016/j.dsr.2004.07.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-8844284476&doi=10.1016%2fj.dsr.2004.07.004&partnerID=40&md5=b5b667ea373a471c688d6a10097b1ed8,"Two mud volcano fields were explored during the French-Dutch MEDINAUT cruise (1998) with the submersible NAUTILE, one south of Crete along the Mediteranean Ridge at about 2000 m depth (Olimpi mud field) and the other south of Turkey between 1700 and 2000 m depth (Anaximander mud field) where high methane concentrations were measured. Chemosynthetic communities were observed and sampled on six mud volcanoes and along a fault scarp. The communities were dominated by bivalves of particularly small size, belonging to families commonly found at seeps (Mytilidae, Vesicomyidae, Thyasiridae) and to Lucinidae mostly encountered in littoral sulfide-rich sediments and at the shallowest seeps. Siboglinid polychaetes including a large vestimentiferan Lamellibrachia sp. were also associated. At least four bivalve species and one siboglinid are associated with symbiotic chemoautotrophic bacteria, as evidenced by Transmission Electronic Microscopy and isotopic ratio measurements. Among the bivalves, a mytilid harbors both methanotrophic and sulfide-oxidizing bacteria. Video spatial analysis of the community distribution on three volcanoes shows that dense bivalve shell accumulations (mainly lucinids) spread over large areas, from 10% to 38% of the explored areas (2500-15000 m 2) on the different volcanoes. Lamellibrachia sp. had different spatial distribution and variable density in the two mud volcano fields, apparently related with higher methane fluxes in the Anaximander volcanoes and maybe with the instability due to brines in the Olimpi area. The abundance and richness of the observed chemosynthetic fauna and the size of some of the species contrast with the poverty of the deep eastern Mediterranean. The presence of a specialized fauna, with some mollusk genera and species shared with other reduced environments of the Mediterranean, but not dominated by the large bivalves usually found at seeps, is discussed. © 2004 Elsevier Ltd. All rights reserved.",Bivalves; Chemosynthesis; Cold seeps; Siboglinids; Spatial distribution; Symbiosis,Cold seep communities; Mud volcanoes; Bacteria; Transmission electron microscopy; Volcanoes; Oceanography; bivalve; chemosynthesis; cold seep organism; mud volcano; polychaete; spatial distribution; symbiosis; Mediterranean Sea; Mediterranean Sea (East); oceanic regions; World; Aves; Bacteria (microorganisms); Bivalvia; Lamellibrachia; Lamellibrachia sp.; Lucinidae; Meleagris gallopavo; Mollusca; Mytilidae; Polychaeta; Thyasiridae; Vesicomyidae,Article,Scopus,Amsterdam,35.33467,30.26885,2028,Mud Volcano,Turkey,methane,Anaximander Mountains,biological,,macrobenthos,Bivalvia,,survival
Olu-Le Roy K. and Sibuet M. and Fiala-Médioni A. and Gofas S. and Salas C. and Mariotti A. and Foucher J.-P. and Woodside J.,"Cold seep communities in the deep eastern Mediterranean Sea: Composition, symbiosis and spatial distribution on mud volcanoes",2004,Deep-Sea Research Part I: Oceanographic Research Papers,10.1016/j.dsr.2004.07.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-8844284476&doi=10.1016%2fj.dsr.2004.07.004&partnerID=40&md5=b5b667ea373a471c688d6a10097b1ed8,"Two mud volcano fields were explored during the French-Dutch MEDINAUT cruise (1998) with the submersible NAUTILE, one south of Crete along the Mediteranean Ridge at about 2000 m depth (Olimpi mud field) and the other south of Turkey between 1700 and 2000 m depth (Anaximander mud field) where high methane concentrations were measured. Chemosynthetic communities were observed and sampled on six mud volcanoes and along a fault scarp. The communities were dominated by bivalves of particularly small size, belonging to families commonly found at seeps (Mytilidae, Vesicomyidae, Thyasiridae) and to Lucinidae mostly encountered in littoral sulfide-rich sediments and at the shallowest seeps. Siboglinid polychaetes including a large vestimentiferan Lamellibrachia sp. were also associated. At least four bivalve species and one siboglinid are associated with symbiotic chemoautotrophic bacteria, as evidenced by Transmission Electronic Microscopy and isotopic ratio measurements. Among the bivalves, a mytilid harbors both methanotrophic and sulfide-oxidizing bacteria. Video spatial analysis of the community distribution on three volcanoes shows that dense bivalve shell accumulations (mainly lucinids) spread over large areas, from 10% to 38% of the explored areas (2500-15000 m 2) on the different volcanoes. Lamellibrachia sp. had different spatial distribution and variable density in the two mud volcano fields, apparently related with higher methane fluxes in the Anaximander volcanoes and maybe with the instability due to brines in the Olimpi area. The abundance and richness of the observed chemosynthetic fauna and the size of some of the species contrast with the poverty of the deep eastern Mediterranean. The presence of a specialized fauna, with some mollusk genera and species shared with other reduced environments of the Mediterranean, but not dominated by the large bivalves usually found at seeps, is discussed. © 2004 Elsevier Ltd. All rights reserved.",Bivalves; Chemosynthesis; Cold seeps; Siboglinids; Spatial distribution; Symbiosis,Cold seep communities; Mud volcanoes; Bacteria; Transmission electron microscopy; Volcanoes; Oceanography; bivalve; chemosynthesis; cold seep organism; mud volcano; polychaete; spatial distribution; symbiosis; Mediterranean Sea; Mediterranean Sea (East); oceanic regions; World; Aves; Bacteria (microorganisms); Bivalvia; Lamellibrachia; Lamellibrachia sp.; Lucinidae; Meleagris gallopavo; Mollusca; Mytilidae; Polychaeta; Thyasiridae; Vesicomyidae,Article,Scopus,Amsterdam,35.33467,30.26885,2028,Mud Volcano,Turkey,methane,Anaximander Mountains,biological,,macrobenthos,Gastropoda,,survival
Olu-Le Roy K. and Sibuet M. and Fiala-Médioni A. and Gofas S. and Salas C. and Mariotti A. and Foucher J.-P. and Woodside J.,"Cold seep communities in the deep eastern Mediterranean Sea: Composition, symbiosis and spatial distribution on mud volcanoes",2004,Deep-Sea Research Part I: Oceanographic Research Papers,10.1016/j.dsr.2004.07.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-8844284476&doi=10.1016%2fj.dsr.2004.07.004&partnerID=40&md5=b5b667ea373a471c688d6a10097b1ed8,"Two mud volcano fields were explored during the French-Dutch MEDINAUT cruise (1998) with the submersible NAUTILE, one south of Crete along the Mediteranean Ridge at about 2000 m depth (Olimpi mud field) and the other south of Turkey between 1700 and 2000 m depth (Anaximander mud field) where high methane concentrations were measured. Chemosynthetic communities were observed and sampled on six mud volcanoes and along a fault scarp. The communities were dominated by bivalves of particularly small size, belonging to families commonly found at seeps (Mytilidae, Vesicomyidae, Thyasiridae) and to Lucinidae mostly encountered in littoral sulfide-rich sediments and at the shallowest seeps. Siboglinid polychaetes including a large vestimentiferan Lamellibrachia sp. were also associated. At least four bivalve species and one siboglinid are associated with symbiotic chemoautotrophic bacteria, as evidenced by Transmission Electronic Microscopy and isotopic ratio measurements. Among the bivalves, a mytilid harbors both methanotrophic and sulfide-oxidizing bacteria. Video spatial analysis of the community distribution on three volcanoes shows that dense bivalve shell accumulations (mainly lucinids) spread over large areas, from 10% to 38% of the explored areas (2500-15000 m 2) on the different volcanoes. Lamellibrachia sp. had different spatial distribution and variable density in the two mud volcano fields, apparently related with higher methane fluxes in the Anaximander volcanoes and maybe with the instability due to brines in the Olimpi area. The abundance and richness of the observed chemosynthetic fauna and the size of some of the species contrast with the poverty of the deep eastern Mediterranean. The presence of a specialized fauna, with some mollusk genera and species shared with other reduced environments of the Mediterranean, but not dominated by the large bivalves usually found at seeps, is discussed. © 2004 Elsevier Ltd. All rights reserved.",Bivalves; Chemosynthesis; Cold seeps; Siboglinids; Spatial distribution; Symbiosis,Cold seep communities; Mud volcanoes; Bacteria; Transmission electron microscopy; Volcanoes; Oceanography; bivalve; chemosynthesis; cold seep organism; mud volcano; polychaete; spatial distribution; symbiosis; Mediterranean Sea; Mediterranean Sea (East); oceanic regions; World; Aves; Bacteria (microorganisms); Bivalvia; Lamellibrachia; Lamellibrachia sp.; Lucinidae; Meleagris gallopavo; Mollusca; Mytilidae; Polychaeta; Thyasiridae; Vesicomyidae,Article,Scopus,Kazan,35.50884,30.518609,1700,Mud Volcano,Turkey,,Anaximander Mountains,biological,,macrobenthos,Bivalvia,,survival
Olu-Le Roy K. and Sibuet M. and Fiala-Médioni A. and Gofas S. and Salas C. and Mariotti A. and Foucher J.-P. and Woodside J.,"Cold seep communities in the deep eastern Mediterranean Sea: Composition, symbiosis and spatial distribution on mud volcanoes",2004,Deep-Sea Research Part I: Oceanographic Research Papers,10.1016/j.dsr.2004.07.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-8844284476&doi=10.1016%2fj.dsr.2004.07.004&partnerID=40&md5=b5b667ea373a471c688d6a10097b1ed8,"Two mud volcano fields were explored during the French-Dutch MEDINAUT cruise (1998) with the submersible NAUTILE, one south of Crete along the Mediteranean Ridge at about 2000 m depth (Olimpi mud field) and the other south of Turkey between 1700 and 2000 m depth (Anaximander mud field) where high methane concentrations were measured. Chemosynthetic communities were observed and sampled on six mud volcanoes and along a fault scarp. The communities were dominated by bivalves of particularly small size, belonging to families commonly found at seeps (Mytilidae, Vesicomyidae, Thyasiridae) and to Lucinidae mostly encountered in littoral sulfide-rich sediments and at the shallowest seeps. Siboglinid polychaetes including a large vestimentiferan Lamellibrachia sp. were also associated. At least four bivalve species and one siboglinid are associated with symbiotic chemoautotrophic bacteria, as evidenced by Transmission Electronic Microscopy and isotopic ratio measurements. Among the bivalves, a mytilid harbors both methanotrophic and sulfide-oxidizing bacteria. Video spatial analysis of the community distribution on three volcanoes shows that dense bivalve shell accumulations (mainly lucinids) spread over large areas, from 10% to 38% of the explored areas (2500-15000 m 2) on the different volcanoes. Lamellibrachia sp. had different spatial distribution and variable density in the two mud volcano fields, apparently related with higher methane fluxes in the Anaximander volcanoes and maybe with the instability due to brines in the Olimpi area. The abundance and richness of the observed chemosynthetic fauna and the size of some of the species contrast with the poverty of the deep eastern Mediterranean. The presence of a specialized fauna, with some mollusk genera and species shared with other reduced environments of the Mediterranean, but not dominated by the large bivalves usually found at seeps, is discussed. © 2004 Elsevier Ltd. All rights reserved.",Bivalves; Chemosynthesis; Cold seeps; Siboglinids; Spatial distribution; Symbiosis,Cold seep communities; Mud volcanoes; Bacteria; Transmission electron microscopy; Volcanoes; Oceanography; bivalve; chemosynthesis; cold seep organism; mud volcano; polychaete; spatial distribution; symbiosis; Mediterranean Sea; Mediterranean Sea (East); oceanic regions; World; Aves; Bacteria (microorganisms); Bivalvia; Lamellibrachia; Lamellibrachia sp.; Lucinidae; Meleagris gallopavo; Mollusca; Mytilidae; Polychaeta; Thyasiridae; Vesicomyidae,Article,Scopus,Kazan,35.50884,30.518609,1700,Mud Volcano,Turkey,,Anaximander Mountains,biological,,macrobenthos,Gastropoda,,survival
Olu-Le Roy K. and Sibuet M. and Fiala-Médioni A. and Gofas S. and Salas C. and Mariotti A. and Foucher J.-P. and Woodside J.,"Cold seep communities in the deep eastern Mediterranean Sea: Composition, symbiosis and spatial distribution on mud volcanoes",2004,Deep-Sea Research Part I: Oceanographic Research Papers,10.1016/j.dsr.2004.07.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-8844284476&doi=10.1016%2fj.dsr.2004.07.004&partnerID=40&md5=b5b667ea373a471c688d6a10097b1ed8,"Two mud volcano fields were explored during the French-Dutch MEDINAUT cruise (1998) with the submersible NAUTILE, one south of Crete along the Mediteranean Ridge at about 2000 m depth (Olimpi mud field) and the other south of Turkey between 1700 and 2000 m depth (Anaximander mud field) where high methane concentrations were measured. Chemosynthetic communities were observed and sampled on six mud volcanoes and along a fault scarp. The communities were dominated by bivalves of particularly small size, belonging to families commonly found at seeps (Mytilidae, Vesicomyidae, Thyasiridae) and to Lucinidae mostly encountered in littoral sulfide-rich sediments and at the shallowest seeps. Siboglinid polychaetes including a large vestimentiferan Lamellibrachia sp. were also associated. At least four bivalve species and one siboglinid are associated with symbiotic chemoautotrophic bacteria, as evidenced by Transmission Electronic Microscopy and isotopic ratio measurements. Among the bivalves, a mytilid harbors both methanotrophic and sulfide-oxidizing bacteria. Video spatial analysis of the community distribution on three volcanoes shows that dense bivalve shell accumulations (mainly lucinids) spread over large areas, from 10% to 38% of the explored areas (2500-15000 m 2) on the different volcanoes. Lamellibrachia sp. had different spatial distribution and variable density in the two mud volcano fields, apparently related with higher methane fluxes in the Anaximander volcanoes and maybe with the instability due to brines in the Olimpi area. The abundance and richness of the observed chemosynthetic fauna and the size of some of the species contrast with the poverty of the deep eastern Mediterranean. The presence of a specialized fauna, with some mollusk genera and species shared with other reduced environments of the Mediterranean, but not dominated by the large bivalves usually found at seeps, is discussed. © 2004 Elsevier Ltd. All rights reserved.",Bivalves; Chemosynthesis; Cold seeps; Siboglinids; Spatial distribution; Symbiosis,Cold seep communities; Mud volcanoes; Bacteria; Transmission electron microscopy; Volcanoes; Oceanography; bivalve; chemosynthesis; cold seep organism; mud volcano; polychaete; spatial distribution; symbiosis; Mediterranean Sea; Mediterranean Sea (East); oceanic regions; World; Aves; Bacteria (microorganisms); Bivalvia; Lamellibrachia; Lamellibrachia sp.; Lucinidae; Meleagris gallopavo; Mollusca; Mytilidae; Polychaeta; Thyasiridae; Vesicomyidae,Article,Scopus,Kula,35.727805,30.464872,1630,Mud Volcano,Turkey,,Anaximander Mountains,biological,,macrobenthos,,,survival
Olu-Le Roy K. and Sibuet M. and Fiala-Médioni A. and Gofas S. and Salas C. and Mariotti A. and Foucher J.-P. and Woodside J.,"Cold seep communities in the deep eastern Mediterranean Sea: Composition, symbiosis and spatial distribution on mud volcanoes",2004,Deep-Sea Research Part I: Oceanographic Research Papers,10.1016/j.dsr.2004.07.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-8844284476&doi=10.1016%2fj.dsr.2004.07.004&partnerID=40&md5=b5b667ea373a471c688d6a10097b1ed8,"Two mud volcano fields were explored during the French-Dutch MEDINAUT cruise (1998) with the submersible NAUTILE, one south of Crete along the Mediteranean Ridge at about 2000 m depth (Olimpi mud field) and the other south of Turkey between 1700 and 2000 m depth (Anaximander mud field) where high methane concentrations were measured. Chemosynthetic communities were observed and sampled on six mud volcanoes and along a fault scarp. The communities were dominated by bivalves of particularly small size, belonging to families commonly found at seeps (Mytilidae, Vesicomyidae, Thyasiridae) and to Lucinidae mostly encountered in littoral sulfide-rich sediments and at the shallowest seeps. Siboglinid polychaetes including a large vestimentiferan Lamellibrachia sp. were also associated. At least four bivalve species and one siboglinid are associated with symbiotic chemoautotrophic bacteria, as evidenced by Transmission Electronic Microscopy and isotopic ratio measurements. Among the bivalves, a mytilid harbors both methanotrophic and sulfide-oxidizing bacteria. Video spatial analysis of the community distribution on three volcanoes shows that dense bivalve shell accumulations (mainly lucinids) spread over large areas, from 10% to 38% of the explored areas (2500-15000 m 2) on the different volcanoes. Lamellibrachia sp. had different spatial distribution and variable density in the two mud volcano fields, apparently related with higher methane fluxes in the Anaximander volcanoes and maybe with the instability due to brines in the Olimpi area. The abundance and richness of the observed chemosynthetic fauna and the size of some of the species contrast with the poverty of the deep eastern Mediterranean. The presence of a specialized fauna, with some mollusk genera and species shared with other reduced environments of the Mediterranean, but not dominated by the large bivalves usually found at seeps, is discussed. © 2004 Elsevier Ltd. All rights reserved.",Bivalves; Chemosynthesis; Cold seeps; Siboglinids; Spatial distribution; Symbiosis,Cold seep communities; Mud volcanoes; Bacteria; Transmission electron microscopy; Volcanoes; Oceanography; bivalve; chemosynthesis; cold seep organism; mud volcano; polychaete; spatial distribution; symbiosis; Mediterranean Sea; Mediterranean Sea (East); oceanic regions; World; Aves; Bacteria (microorganisms); Bivalvia; Lamellibrachia; Lamellibrachia sp.; Lucinidae; Meleagris gallopavo; Mollusca; Mytilidae; Polychaeta; Thyasiridae; Vesicomyidae,Article,Scopus,Maidstone,33.632898,24.678496,2000,Mud Volcano,Greece,,Olimpi mud field,biological,,macrobenthos,,,survival
Olu-Le Roy K. and Sibuet M. and Fiala-Médioni A. and Gofas S. and Salas C. and Mariotti A. and Foucher J.-P. and Woodside J.,"Cold seep communities in the deep eastern Mediterranean Sea: Composition, symbiosis and spatial distribution on mud volcanoes",2004,Deep-Sea Research Part I: Oceanographic Research Papers,10.1016/j.dsr.2004.07.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-8844284476&doi=10.1016%2fj.dsr.2004.07.004&partnerID=40&md5=b5b667ea373a471c688d6a10097b1ed8,"Two mud volcano fields were explored during the French-Dutch MEDINAUT cruise (1998) with the submersible NAUTILE, one south of Crete along the Mediteranean Ridge at about 2000 m depth (Olimpi mud field) and the other south of Turkey between 1700 and 2000 m depth (Anaximander mud field) where high methane concentrations were measured. Chemosynthetic communities were observed and sampled on six mud volcanoes and along a fault scarp. The communities were dominated by bivalves of particularly small size, belonging to families commonly found at seeps (Mytilidae, Vesicomyidae, Thyasiridae) and to Lucinidae mostly encountered in littoral sulfide-rich sediments and at the shallowest seeps. Siboglinid polychaetes including a large vestimentiferan Lamellibrachia sp. were also associated. At least four bivalve species and one siboglinid are associated with symbiotic chemoautotrophic bacteria, as evidenced by Transmission Electronic Microscopy and isotopic ratio measurements. Among the bivalves, a mytilid harbors both methanotrophic and sulfide-oxidizing bacteria. Video spatial analysis of the community distribution on three volcanoes shows that dense bivalve shell accumulations (mainly lucinids) spread over large areas, from 10% to 38% of the explored areas (2500-15000 m 2) on the different volcanoes. Lamellibrachia sp. had different spatial distribution and variable density in the two mud volcano fields, apparently related with higher methane fluxes in the Anaximander volcanoes and maybe with the instability due to brines in the Olimpi area. The abundance and richness of the observed chemosynthetic fauna and the size of some of the species contrast with the poverty of the deep eastern Mediterranean. The presence of a specialized fauna, with some mollusk genera and species shared with other reduced environments of the Mediterranean, but not dominated by the large bivalves usually found at seeps, is discussed. © 2004 Elsevier Ltd. All rights reserved.",Bivalves; Chemosynthesis; Cold seeps; Siboglinids; Spatial distribution; Symbiosis,Cold seep communities; Mud volcanoes; Bacteria; Transmission electron microscopy; Volcanoes; Oceanography; bivalve; chemosynthesis; cold seep organism; mud volcano; polychaete; spatial distribution; symbiosis; Mediterranean Sea; Mediterranean Sea (East); oceanic regions; World; Aves; Bacteria (microorganisms); Bivalvia; Lamellibrachia; Lamellibrachia sp.; Lucinidae; Meleagris gallopavo; Mollusca; Mytilidae; Polychaeta; Thyasiridae; Vesicomyidae,Article,Scopus,Milano,33.731467,22.7779,1952,Mud Volcano,Libya,,Olimpi mud field,biological,,macrobenthos,Bivalvia,,survival
Olu-Le Roy K. and Sibuet M. and Fiala-Médioni A. and Gofas S. and Salas C. and Mariotti A. and Foucher J.-P. and Woodside J.,"Cold seep communities in the deep eastern Mediterranean Sea: Composition, symbiosis and spatial distribution on mud volcanoes",2004,Deep-Sea Research Part I: Oceanographic Research Papers,10.1016/j.dsr.2004.07.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-8844284476&doi=10.1016%2fj.dsr.2004.07.004&partnerID=40&md5=b5b667ea373a471c688d6a10097b1ed8,"Two mud volcano fields were explored during the French-Dutch MEDINAUT cruise (1998) with the submersible NAUTILE, one south of Crete along the Mediteranean Ridge at about 2000 m depth (Olimpi mud field) and the other south of Turkey between 1700 and 2000 m depth (Anaximander mud field) where high methane concentrations were measured. Chemosynthetic communities were observed and sampled on six mud volcanoes and along a fault scarp. The communities were dominated by bivalves of particularly small size, belonging to families commonly found at seeps (Mytilidae, Vesicomyidae, Thyasiridae) and to Lucinidae mostly encountered in littoral sulfide-rich sediments and at the shallowest seeps. Siboglinid polychaetes including a large vestimentiferan Lamellibrachia sp. were also associated. At least four bivalve species and one siboglinid are associated with symbiotic chemoautotrophic bacteria, as evidenced by Transmission Electronic Microscopy and isotopic ratio measurements. Among the bivalves, a mytilid harbors both methanotrophic and sulfide-oxidizing bacteria. Video spatial analysis of the community distribution on three volcanoes shows that dense bivalve shell accumulations (mainly lucinids) spread over large areas, from 10% to 38% of the explored areas (2500-15000 m 2) on the different volcanoes. Lamellibrachia sp. had different spatial distribution and variable density in the two mud volcano fields, apparently related with higher methane fluxes in the Anaximander volcanoes and maybe with the instability due to brines in the Olimpi area. The abundance and richness of the observed chemosynthetic fauna and the size of some of the species contrast with the poverty of the deep eastern Mediterranean. The presence of a specialized fauna, with some mollusk genera and species shared with other reduced environments of the Mediterranean, but not dominated by the large bivalves usually found at seeps, is discussed. © 2004 Elsevier Ltd. All rights reserved.",Bivalves; Chemosynthesis; Cold seeps; Siboglinids; Spatial distribution; Symbiosis,Cold seep communities; Mud volcanoes; Bacteria; Transmission electron microscopy; Volcanoes; Oceanography; bivalve; chemosynthesis; cold seep organism; mud volcano; polychaete; spatial distribution; symbiosis; Mediterranean Sea; Mediterranean Sea (East); oceanic regions; World; Aves; Bacteria (microorganisms); Bivalvia; Lamellibrachia; Lamellibrachia sp.; Lucinidae; Meleagris gallopavo; Mollusca; Mytilidae; Polychaeta; Thyasiridae; Vesicomyidae,Article,Scopus,Milano,33.731467,22.7779,1952,Mud Volcano,Libya,,Olimpi mud field,biological,,macrobenthos,Gastropoda,,survival
Olu-Le Roy K. and Sibuet M. and Fiala-Médioni A. and Gofas S. and Salas C. and Mariotti A. and Foucher J.-P. and Woodside J.,"Cold seep communities in the deep eastern Mediterranean Sea: Composition, symbiosis and spatial distribution on mud volcanoes",2004,Deep-Sea Research Part I: Oceanographic Research Papers,10.1016/j.dsr.2004.07.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-8844284476&doi=10.1016%2fj.dsr.2004.07.004&partnerID=40&md5=b5b667ea373a471c688d6a10097b1ed8,"Two mud volcano fields were explored during the French-Dutch MEDINAUT cruise (1998) with the submersible NAUTILE, one south of Crete along the Mediteranean Ridge at about 2000 m depth (Olimpi mud field) and the other south of Turkey between 1700 and 2000 m depth (Anaximander mud field) where high methane concentrations were measured. Chemosynthetic communities were observed and sampled on six mud volcanoes and along a fault scarp. The communities were dominated by bivalves of particularly small size, belonging to families commonly found at seeps (Mytilidae, Vesicomyidae, Thyasiridae) and to Lucinidae mostly encountered in littoral sulfide-rich sediments and at the shallowest seeps. Siboglinid polychaetes including a large vestimentiferan Lamellibrachia sp. were also associated. At least four bivalve species and one siboglinid are associated with symbiotic chemoautotrophic bacteria, as evidenced by Transmission Electronic Microscopy and isotopic ratio measurements. Among the bivalves, a mytilid harbors both methanotrophic and sulfide-oxidizing bacteria. Video spatial analysis of the community distribution on three volcanoes shows that dense bivalve shell accumulations (mainly lucinids) spread over large areas, from 10% to 38% of the explored areas (2500-15000 m 2) on the different volcanoes. Lamellibrachia sp. had different spatial distribution and variable density in the two mud volcano fields, apparently related with higher methane fluxes in the Anaximander volcanoes and maybe with the instability due to brines in the Olimpi area. The abundance and richness of the observed chemosynthetic fauna and the size of some of the species contrast with the poverty of the deep eastern Mediterranean. The presence of a specialized fauna, with some mollusk genera and species shared with other reduced environments of the Mediterranean, but not dominated by the large bivalves usually found at seeps, is discussed. © 2004 Elsevier Ltd. All rights reserved.",Bivalves; Chemosynthesis; Cold seeps; Siboglinids; Spatial distribution; Symbiosis,Cold seep communities; Mud volcanoes; Bacteria; Transmission electron microscopy; Volcanoes; Oceanography; bivalve; chemosynthesis; cold seep organism; mud volcano; polychaete; spatial distribution; symbiosis; Mediterranean Sea; Mediterranean Sea (East); oceanic regions; World; Aves; Bacteria (microorganisms); Bivalvia; Lamellibrachia; Lamellibrachia sp.; Lucinidae; Meleagris gallopavo; Mollusca; Mytilidae; Polychaeta; Thyasiridae; Vesicomyidae,Article,Scopus,Moscow,33.66963,24.530487,1838,Mud Volcano,Greece,,Olimpi mud field,biological,,macrobenthos,,,survival
